Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Cost,Profit_Calc,Year,Month
4052,CA-2014-122931,2014-09-29,10/3/2014,Standard Class,SM-20950,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,4.224,3,0.4,-81.8544,86.0784,-81.8544,2014,9
4053,CA-2014-122931,2014-09-29,10/3/2014,Standard Class,SM-20950,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272,2,0.2,18.018,391.254,18.017999999999972,2014,9
4054,CA-2014-122931,2014-09-29,10/3/2014,Standard Class,SM-20950,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,11,0.2,6.8016,48.6384,6.8016000000000005,2014,9
4055,CA-2014-122931,2014-09-29,10/3/2014,Standard Class,SM-20950,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.928,4,0.2,-337.806,358.734,-337.806,2014,9
4056,CA-2014-122931,2014-09-29,10/3/2014,Standard Class,SM-20950,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.4,-20.1528,1821.7848000000001,-20.15280000000007,2014,9
4057,CA-2014-122931,2014-09-29,10/3/2014,Standard Class,SM-20950,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,67.176,1,0.2,-8.0775,75.2535,-8.0775,2014,9
4058,CA-2014-163034,2014-11-24,11/28/2014,Standard Class,DK-12985,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.2,5,0.2,-15.4581,661.6581,-15.458099999999945,2014,11
4059,CA-2015-124058,2015-11-20,11/24/2015,Standard Class,LC-16885,Consumer,United States,Oakland,California,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.744,7,0.2,35.76,36.984,35.76,2015,11
4060,CA-2015-124058,2015-11-20,11/24/2015,Standard Class,LC-16885,Consumer,United States,Oakland,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2,17.8794,554.2805999999999,17.879400000000032,2015,11
4061,CA-2016-129196,2016-11-01,11/7/2016,Standard Class,XP-21865,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,0.2,7.8225,60.2895,7.822499999999998,2016,11
4062,US-2015-138716,2015-09-17,9/20/2015,First Class,CS-11845,Corporate,United States,Seattle,Washington,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.4985,17.5335,7.4985,2015,9
4063,US-2016-122182,2016-03-10,3/14/2016,Standard Class,BD-11770,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,1,0.2,1.7514,38.2406,1.7513999999999967,2016,3
4064,US-2014-130358,2014-06-23,6/26/2014,First Class,DL-13330,Consumer,United States,Concord,North Carolina,South,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,20.016,9,0.2,0.3492,19.6668,0.34919999999999973,2014,6
4065,US-2014-130358,2014-06-23,6/26/2014,First Class,DL-13330,Consumer,United States,Concord,North Carolina,South,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104,1,0.2,1.41,1.6940000000000002,1.41,2014,6
4066,CA-2014-102673,2014-11-01,11/5/2014,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,7.52,5,0.2,0.8988,6.6212,0.8987999999999996,2014,11
4067,CA-2014-102673,2014-11-01,11/5/2014,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,South,OFF-AR-10000634,Office Supplies,Art,Newell 320,10.272,3,0.2,15.5376,-5.265599999999999,15.5376,2014,11
4068,CA-2014-102673,2014-11-01,11/5/2014,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,South,OFF-LA-10001771,Office Supplies,Labels,Avery 513,47.808,12,0.2,110.1195,-62.3115,110.1195,2014,11
4069,CA-2014-102673,2014-11-01,11/5/2014,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,9,0.8,-21.681,1000.5210000000001,-21.68100000000004,2014,11
4070,CA-2016-145303,2016-08-28,8/31/2016,First Class,TP-21415,Consumer,United States,Dallas,Texas,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,9,0.8,-16.5396,29.6796,-16.5396,2016,8
4071,CA-2016-145303,2016-08-28,8/31/2016,First Class,TP-21415,Consumer,United States,Dallas,Texas,Central,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,4,0.32,-52.8908,62.9148,-52.8908,2016,8
4072,CA-2016-145303,2016-08-28,8/31/2016,First Class,TP-21415,Consumer,United States,Dallas,Texas,Central,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,2,0.0,449.991,-293.6182,449.991,2016,8
4073,CA-2015-156104,2015-12-06,12/8/2015,Second Class,NP-18685,Home Office,United States,Indianapolis,Indiana,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,0.0,213.7044,786.2756,213.70439999999996,2015,12
4074,US-2015-164308,2015-09-24,9/27/2015,First Class,SC-20680,Home Office,United States,Broken Arrow,Oklahoma,Central,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,821.94,6,0.2,55.016,766.9240000000001,55.01599999999996,2015,9
4075,CA-2017-108112,2017-11-15,11/20/2017,Standard Class,DK-12895,Consumer,United States,Miramar,Florida,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064,4,0.2,0.0,220.064,0.0,2017,11
4076,CA-2017-108112,2017-11-15,11/20/2017,Standard Class,DK-12895,Consumer,United States,Miramar,Florida,South,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.136,4,0.0,3.3088,335.8272,3.3088000000000193,2017,11
4077,CA-2015-100685,2015-12-19,12/21/2015,Second Class,SM-20950,Corporate,United States,Omaha,Nebraska,Central,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04,2,0.0,0.2016,6.8384,0.2016,2015,12
4078,CA-2015-100685,2015-12-19,12/21/2015,Second Class,SM-20950,Corporate,United States,Omaha,Nebraska,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,5.04,4,0.0,56.9772,-51.937200000000004,56.9772,2015,12
4079,CA-2015-100685,2015-12-19,12/21/2015,Second Class,SM-20950,Corporate,United States,Omaha,Nebraska,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0.2,4.7976,111.4824,4.797600000000003,2015,12
4080,CA-2015-165414,2015-12-21,12/24/2015,First Class,LS-17245,Consumer,United States,Jacksonville,North Carolina,South,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,22.518,25.458,22.518,2015,12
4081,CA-2016-140417,2016-09-25,9/29/2016,Standard Class,KE-16420,Corporate,United States,Tigard,Oregon,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.048,9,0.7,-3.5154,63.5634,-3.5153999999999996,2016,9
4082,CA-2016-140417,2016-09-25,9/29/2016,Standard Class,KE-16420,Corporate,United States,Tigard,Oregon,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.022,1,0.8,-320.2395,325.2615,-320.2395,2016,9
4083,US-2017-151316,2017-06-24,6/30/2017,Standard Class,MC-17635,Corporate,United States,Decatur,Illinois,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.2,3.21,179.784,3.210000000000008,2017,6
4084,US-2017-151316,2017-06-24,6/30/2017,Standard Class,MC-17635,Corporate,United States,Decatur,Illinois,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272,3,0.7,-6.0237,16.2957,-6.0237,2017,6
4085,CA-2017-163692,2017-09-07,9/9/2017,First Class,Dp-13240,Home Office,United States,Phoenix,Arizona,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857,3,0.2,30.2384,-22.3814,30.2384,2017,9
4086,CA-2016-111913,2016-08-04,8/6/2016,Second Class,LC-16930,Corporate,United States,Sacramento,California,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2,0.2,7.0713,295.3127,7.071300000000008,2016,8
4087,CA-2016-111913,2016-08-04,8/6/2016,Second Class,LC-16930,Corporate,United States,Sacramento,California,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,3,0.2,3.9771,16.9749,3.9771,2016,8
4088,CA-2016-111913,2016-08-04,8/6/2016,Second Class,LC-16930,Corporate,United States,Sacramento,California,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,0.0,172.4814,-160.69740000000002,172.4814,2016,8
4089,US-2014-156559,2014-08-19,8/26/2014,Standard Class,LH-16900,Consumer,United States,Jonesboro,Arkansas,South,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",638.82,9,0.0,9.936,628.884,9.936000000000035,2014,8
4090,CA-2016-161473,2016-04-01,4/5/2016,Standard Class,TB-21175,Corporate,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,3.285,17.415,3.285,2016,4
4091,CA-2016-161473,2016-04-01,4/5/2016,Standard Class,TB-21175,Corporate,United States,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0.2,4.6644,6.2856,4.6644,2016,4
4092,CA-2016-161473,2016-04-01,4/5/2016,Standard Class,TB-21175,Corporate,United States,New York City,New York,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,-55.256,69.608,-55.256,2016,4
4093,CA-2017-166576,2017-05-16,5/18/2017,First Class,JM-15865,Consumer,United States,Akron,Ohio,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,2,0.0,1416.8,-1195.7759999999998,1416.7999999999997,2017,5
4094,CA-2015-102491,2015-08-24,8/28/2015,Standard Class,KW-16435,Consumer,United States,Florence,Kentucky,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080.0,7,0.0,18.3908,3061.6092,18.390800000000127,2015,8
4095,CA-2015-102491,2015-08-24,8/28/2015,Standard Class,KW-16435,Consumer,United States,Florence,Kentucky,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,79.96,4,0.0,170.5113,-90.55130000000001,170.5113,2015,8
4096,CA-2015-102491,2015-08-24,8/28/2015,Standard Class,KW-16435,Consumer,United States,Florence,Kentucky,South,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0.0,15.552,572.418,15.552000000000021,2015,8
4097,CA-2014-116904,2014-09-23,9/28/2014,Standard Class,SC-20095,Consumer,United States,Minneapolis,Minnesota,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,32.4,5,0.0,16.196,16.203999999999997,16.196,2014,9
4098,CA-2014-116904,2014-09-23,9/28/2014,Standard Class,SC-20095,Consumer,United States,Minneapolis,Minnesota,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,404.9,5,0.0,4630.4755,-4225.5755,4630.4755,2014,9
4099,CA-2014-116904,2014-09-23,9/28/2014,Standard Class,SC-20095,Consumer,United States,Minneapolis,Minnesota,Central,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,5,0.0,6.47,9443.480000000001,6.469999999999345,2014,9
4100,CA-2014-116904,2014-09-23,9/28/2014,Standard Class,SC-20095,Consumer,United States,Minneapolis,Minnesota,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,12.94,2,0.8,-5.2072,18.147199999999998,-5.2071999999999985,2014,9
4101,US-2017-102288,2017-06-19,6/23/2017,Standard Class,ZC-21910,Consumer,United States,Houston,Texas,Central,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.264,1,0.8,-1.11,3.3739999999999997,-1.1099999999999999,2017,6
4102,US-2017-102288,2017-06-19,6/23/2017,Standard Class,ZC-21910,Consumer,United States,Houston,Texas,Central,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.444,1,0.2,47.5072,-47.063199999999995,47.5072,2017,6
4103,US-2017-102288,2017-06-19,6/23/2017,Standard Class,ZC-21910,Consumer,United States,Houston,Texas,Central,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,146.176,8,0.0,7.0048,139.1712,7.004799999999989,2017,6
4104,CA-2017-137456,2017-12-21,12/21/2017,Same Day,RB-19465,Home Office,United States,Fremont,Nebraska,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,15.92,2,0.2,17.9955,-2.0755,17.9955,2017,12
4105,US-2017-155999,2017-08-07,8/13/2017,Standard Class,JK-15370,Consumer,United States,San Diego,California,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,5,0.2,4.644,155.316,4.6440000000000055,2017,8
4106,US-2017-155999,2017-08-07,8/13/2017,Standard Class,JK-15370,Consumer,United States,San Diego,California,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2,0.8,-6.8992,20.6592,-6.899199999999999,2017,8
4107,US-2016-148334,2016-08-22,8/26/2016,Standard Class,DD-13570,Consumer,United States,Houston,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,0.0,0.2792,4.0328,0.27920000000000034,2016,8
4108,CA-2015-105599,2015-09-07,9/7/2015,Same Day,MC-17275,Consumer,United States,New York City,New York,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,2,0.4,-14.1639,28.1239,-14.163899999999998,2015,9
4109,CA-2015-105599,2015-09-07,9/7/2015,Same Day,MC-17275,Consumer,United States,New York City,New York,East,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3,0.0,19.9746,7.439400000000003,19.9746,2015,9
4110,CA-2015-153717,2015-12-25,1/1/2016,Standard Class,DL-13495,Corporate,United States,Detroit,Michigan,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0.0,20.9274,53.052600000000005,20.9274,2015,12
4111,CA-2015-153717,2015-12-25,1/1/2016,Standard Class,DL-13495,Corporate,United States,Detroit,Michigan,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,160.98,1,0.0,8.4966,152.4834,8.4966,2015,12
4112,CA-2015-153717,2015-12-25,1/1/2016,Standard Class,DL-13495,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0.0,0.9512,16.3888,0.9512,2015,12
4113,CA-2015-153717,2015-12-25,1/1/2016,Standard Class,DL-13495,Corporate,United States,Detroit,Michigan,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,3.28,1,0.2,2.9889,0.2910999999999997,2.9889,2015,12
4114,CA-2015-116687,2015-05-02,5/7/2015,Standard Class,NC-18625,Corporate,United States,Houston,Texas,Central,OFF-LA-10000443,Office Supplies,Labels,Avery 501,8.856,3,0.2,13.8579,-5.001900000000001,13.8579,2015,5
4115,CA-2015-116687,2015-05-02,5/7/2015,Standard Class,NC-18625,Corporate,United States,Houston,Texas,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,3,0.2,381.2375,-222.8615,381.2375,2015,5
4116,CA-2016-163573,2016-11-24,11/27/2016,First Class,AC-10450,Consumer,United States,Seattle,Washington,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219.96,5,0.2,0.99,1218.97,0.9900000000000091,2016,11
4117,CA-2015-153416,2015-11-24,11/29/2015,Standard Class,TS-21340,Consumer,United States,Los Angeles,California,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3.168,2,0.0,9.3312,-6.163200000000001,9.3312,2015,11
4118,CA-2015-153416,2015-11-24,11/29/2015,Standard Class,TS-21340,Consumer,United States,Los Angeles,California,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,0.0,54.5832,-35.14319999999999,54.58319999999999,2015,11
4119,CA-2015-153416,2015-11-24,11/29/2015,Standard Class,TS-21340,Consumer,United States,Los Angeles,California,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86,7,0.2,29.7024,425.1576,29.70240000000001,2015,11
4120,CA-2015-153416,2015-11-24,11/29/2015,Standard Class,TS-21340,Consumer,United States,Los Angeles,California,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,91.392,8,0.2,-1.428,92.82,-1.4279999999999973,2015,11
4121,CA-2017-117394,2017-09-04,9/10/2017,Standard Class,MM-17920,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4,0.0,16.848,2.192,16.848,2017,9
4122,CA-2017-133823,2017-05-11,5/12/2017,Same Day,LP-17080,Consumer,United States,Seattle,Washington,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,0.0,17.6673,19.772699999999997,17.6673,2017,5
4123,CA-2017-133823,2017-05-11,5/12/2017,Same Day,LP-17080,Consumer,United States,Seattle,Washington,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,37.59,3,0.2,9.4366,28.153400000000005,9.436599999999999,2017,5
4124,CA-2017-133823,2017-05-11,5/12/2017,Same Day,LP-17080,Consumer,United States,Seattle,Washington,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.032,2,0.0,9.6957,16.3363,9.695699999999999,2017,5
4125,CA-2014-127523,2014-05-11,5/18/2014,Standard Class,BG-11695,Corporate,United States,Watertown,New York,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,3,0.2,-2.2758,38.18579999999999,-2.2757999999999967,2014,5
4126,CA-2017-123239,2017-07-27,7/31/2017,Second Class,MG-18145,Consumer,United States,Jacksonville,Florida,South,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",91.032,3,0.0,18.0378,72.99419999999999,18.037800000000004,2017,7
4127,CA-2017-156769,2017-05-06,5/9/2017,First Class,GZ-14470,Consumer,United States,Arlington,Virginia,South,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66,6,0.2,7.5762,47.0838,7.5762,2017,5
4128,CA-2014-127299,2014-09-19,9/24/2014,Standard Class,JL-15835,Consumer,United States,Charlotte,North Carolina,South,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,67.344,6,0.5,-944.9946,1012.3386,-944.9946,2014,9
4129,CA-2014-127299,2014-09-19,9/24/2014,Standard Class,JL-15835,Consumer,United States,Charlotte,North Carolina,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.985,3,0.0,21.2512,2603.7338,21.251200000000154,2014,9
4130,CA-2015-121272,2015-03-29,4/4/2015,Standard Class,DO-13435,Consumer,United States,Seattle,Washington,West,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28,4,0.8,-23.892,97.172,-23.891999999999996,2015,3
4131,CA-2014-115336,2014-11-18,11/25/2014,Standard Class,AB-10600,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",14.48,5,0.2,4.0338,10.446200000000001,4.033799999999999,2014,11
4132,CA-2015-111703,2015-07-02,7/9/2015,Standard Class,KB-16315,Consumer,United States,Hollywood,Florida,South,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,11.952,3,0.2,5.6376,6.3144,5.6376,2015,7
4133,CA-2015-111703,2015-07-02,7/9/2015,Standard Class,KB-16315,Consumer,United States,Hollywood,Florida,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,15.552,3,0.0,21.6,-6.048000000000002,21.6,2015,7
4134,CA-2014-128839,2014-09-08,9/13/2014,Standard Class,TT-21070,Consumer,United States,Chesapeake,Virginia,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45.0,9,0.0,90.2871,-45.287099999999995,90.2871,2014,9
4135,CA-2014-128839,2014-09-08,9/13/2014,Standard Class,TT-21070,Consumer,United States,Chesapeake,Virginia,South,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",209.97,3,0.2,42.045,167.925,42.04499999999999,2014,9
4136,CA-2017-105914,2017-10-02,10/8/2017,Standard Class,PV-18985,Home Office,United States,Los Angeles,California,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,5,0.0,204.7682,-92.6482,204.7682,2017,10
4137,CA-2017-105914,2017-10-02,10/8/2017,Standard Class,PV-18985,Home Office,United States,Los Angeles,California,West,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14,7,0.0,12.53,1562.6100000000001,12.529999999999973,2017,10
4138,CA-2017-110926,2017-11-19,11/23/2017,Standard Class,DD-13570,Consumer,United States,Alexandria,Virginia,South,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,25.06,7,0.8,-10.386,35.446,-10.386,2017,11
4139,CA-2016-117226,2016-12-30,1/1/2017,First Class,KD-16495,Corporate,United States,Deer Park,Texas,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,6.924,6,0.2,2.337,4.587,2.3370000000000006,2016,12
4140,CA-2017-127313,2017-12-01,12/4/2017,First Class,RA-19285,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,37.392,3,0.2,13.846,23.546000000000003,13.846,2017,12
4141,CA-2017-127313,2017-12-01,12/4/2017,First Class,RA-19285,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,5,0.0,8.694,70.426,8.694000000000003,2017,12
4142,CA-2016-136287,2016-06-13,6/17/2016,Standard Class,SS-20590,Consumer,United States,Wichita,Kansas,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18.9,3,0.0,26.4132,-7.513200000000001,26.4132,2016,6
4143,US-2014-107699,2014-05-19,5/23/2014,Standard Class,JH-15820,Consumer,United States,Midland,Michigan,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,57.42,9,0.0,5.733,51.687000000000005,5.732999999999997,2014,5
4144,CA-2017-112725,2017-01-30,2/6/2017,Standard Class,EH-14125,Home Office,United States,San Francisco,California,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12.74,7,0.0,2.3814,10.3586,2.381400000000001,2017,1
4145,CA-2017-112725,2017-01-30,2/6/2017,Standard Class,EH-14125,Home Office,United States,San Francisco,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,8.82,3,0.2,-13.5882,22.4082,-13.5882,2017,1
4146,CA-2017-112725,2017-01-30,2/6/2017,Standard Class,EH-14125,Home Office,United States,San Francisco,California,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,1,0.0,64.518,56.266000000000005,64.518,2017,1
4147,CA-2015-136196,2015-11-28,12/4/2015,Standard Class,TP-21415,Consumer,United States,Freeport,New York,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,0.8,-15.1311,337.7211,-15.131100000000004,2015,11
4148,CA-2017-106068,2017-10-23,10/28/2017,Standard Class,RB-19330,Consumer,United States,Austin,Texas,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,3,0.2,1.2005,8.5615,1.2005,2017,10
4149,CA-2017-106068,2017-10-23,10/28/2017,Standard Class,RB-19330,Consumer,United States,Austin,Texas,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,13.72,1,0.2,-2.07,15.790000000000001,-2.0700000000000003,2017,10
4150,CA-2017-106068,2017-10-23,10/28/2017,Standard Class,RB-19330,Consumer,United States,Austin,Texas,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,55.2,1,0.2,-58.3056,113.5056,-58.3056,2017,10
4151,CA-2017-106068,2017-10-23,10/28/2017,Standard Class,RB-19330,Consumer,United States,Austin,Texas,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",259.136,4,0.2,9.8685,249.2675,9.868500000000012,2017,10
4152,CA-2017-100160,2017-09-07,9/11/2017,Standard Class,CB-12025,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,5,0.2,5.4432,23.796799999999998,5.443200000000001,2017,9
4153,CA-2017-100160,2017-09-07,9/11/2017,Standard Class,CB-12025,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552,3,0.2,1.6524,13.8996,1.6524,2017,9
4154,CA-2017-100160,2017-09-07,9/11/2017,Standard Class,CB-12025,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,4.896,3,0.7,-27.9312,32.8272,-27.931199999999997,2017,9
4155,CA-2016-139689,2016-12-29,1/3/2017,Standard Class,MP-17965,Corporate,United States,Bristol,Tennessee,South,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4,0.7,-1.9656,40.0536,-1.965600000000002,2016,12
