row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
5381,CA-2016-305381,2016-08-28,2016-08-30,Second Class,CG-25381,Customer_5381,Corporate,United States,Seattle,Washington,98101,West,PROD-305381,Office Supplies,Storage,Storage Product 5381,2395.45,6,0.1,239.545
5382,CA-2016-305382,2016-01-11,2016-01-13,First Class,CG-25382,Customer_5382,Corporate,United States,Chicago,Illinois,60601,Central,PROD-305382,Technology,Machines,Machines Product 5382,326.21,8,0.1,32.621
5383,CA-2016-305383,2017-12-26,2018-01-01,Same Day,CG-25383,Customer_5383,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305383,Furniture,Tables,Tables Product 5383,1694.97,14,0.1,169.497
5384,CA-2016-305384,2017-01-25,2017-02-01,Second Class,CG-25384,Customer_5384,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305384,Office Supplies,Binders,Binders Product 5384,1408.69,5,0.1,140.869
5385,CA-2016-305385,2016-10-17,2016-10-20,Same Day,CG-25385,Customer_5385,Consumer,United States,New York,New York,10001,East,PROD-305385,Office Supplies,Binders,Binders Product 5385,178.12,4,0.0,26.718
5386,CA-2016-305386,2016-07-23,2016-07-27,First Class,CG-25386,Customer_5386,Consumer,United States,Houston,Texas,77001,South,PROD-305386,Furniture,Tables,Tables Product 5386,436.71,1,0.15,32.7532
5387,CA-2016-305387,2017-12-07,2017-12-10,Second Class,CG-25387,Customer_5387,Home Office,United States,Henderson,Kentucky,42420,South,PROD-305387,Office Supplies,Labels,Labels Product 5387,1890.27,9,0.0,283.5405
5388,CA-2016-305388,2017-11-30,2017-12-04,Same Day,CG-25388,Customer_5388,Home Office,United States,Houston,Texas,77001,South,PROD-305388,Technology,Machines,Machines Product 5388,1225.26,15,0.25,30.6315
5389,CA-2016-305389,2015-03-21,2015-03-22,Standard Class,CG-25389,Customer_5389,Corporate,United States,Chicago,Illinois,60601,Central,PROD-305389,Furniture,Chairs,Chairs Product 5389,1751.32,10,0.0,262.698
5390,CA-2016-305390,2015-10-04,2015-10-07,Second Class,CG-25390,Customer_5390,Home Office,United States,Seattle,Washington,98101,West,PROD-305390,Office Supplies,Binders,Binders Product 5390,581.48,10,0.25,14.537
5391,CA-2016-305391,2015-10-08,2015-10-09,Same Day,CG-25391,Customer_5391,Home Office,United States,Houston,Texas,77001,South,PROD-305391,Office Supplies,Labels,Labels Product 5391,1306.61,15,0.2,65.3305
5392,CA-2016-305392,2014-11-23,2014-11-24,Second Class,CG-25392,Customer_5392,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305392,Technology,Accessories,Accessories Product 5392,575.08,8,0.25,14.377
5393,CA-2016-305393,2016-04-17,2016-04-21,Second Class,CG-25393,Customer_5393,Consumer,United States,Henderson,Kentucky,42420,South,PROD-305393,Furniture,Bookcases,Bookcases Product 5393,850.41,11,0.1,85.041
5394,CA-2016-305394,2017-05-15,2017-05-22,Second Class,CG-25394,Customer_5394,Corporate,United States,Chicago,Illinois,60601,Central,PROD-305394,Office Supplies,Labels,Labels Product 5394,1844.2,8,0.0,276.63
5395,CA-2016-305395,2016-06-02,2016-06-04,First Class,CG-25395,Customer_5395,Corporate,United States,Houston,Texas,77001,South,PROD-305395,Office Supplies,Storage,Storage Product 5395,227.01,8,0.1,22.701
5396,CA-2016-305396,2017-02-01,2017-02-04,First Class,CG-25396,Customer_5396,Consumer,United States,Henderson,Kentucky,42420,South,PROD-305396,Office Supplies,Binders,Binders Product 5396,2147.5,3,0.05,268.4375
5397,CA-2016-305397,2016-07-25,2016-07-30,First Class,CG-25397,Customer_5397,Corporate,United States,Houston,Texas,77001,South,PROD-305397,Technology,Phones,Phones Product 5397,1219.76,14,0.05,152.47
5398,CA-2016-305398,2015-12-04,2015-12-11,Standard Class,CG-25398,Customer_5398,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305398,Furniture,Tables,Tables Product 5398,1273.67,6,0.05,159.2088
5399,CA-2016-305399,2016-07-31,2016-08-06,First Class,CG-25399,Customer_5399,Home Office,United States,Miami,Florida,33101,South,PROD-305399,Technology,Accessories,Accessories Product 5399,67.21,11,0.2,3.3605
5400,CA-2016-305400,2014-01-12,2014-01-14,First Class,CG-25400,Customer_5400,Corporate,United States,Chicago,Illinois,60601,Central,PROD-305400,Furniture,Chairs,Chairs Product 5400,1680.17,3,0.0,252.0255
5401,CA-2016-305401,2017-11-28,2017-12-03,Standard Class,CG-25401,Customer_5401,Corporate,United States,New York,New York,10001,East,PROD-305401,Technology,Phones,Phones Product 5401,133.56,4,0.1,13.356
5402,CA-2016-305402,2015-11-12,2015-11-19,First Class,CG-25402,Customer_5402,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305402,Office Supplies,Storage,Storage Product 5402,1278.79,5,0.15,95.9093
5403,CA-2016-305403,2016-07-25,2016-07-29,Standard Class,CG-25403,Customer_5403,Home Office,United States,Chicago,Illinois,60601,Central,PROD-305403,Technology,Accessories,Accessories Product 5403,1645.55,13,0.25,41.1387
5404,CA-2016-305404,2014-02-16,2014-02-18,Standard Class,CG-25404,Customer_5404,Corporate,United States,Seattle,Washington,98101,West,PROD-305404,Furniture,Tables,Tables Product 5404,2432.48,9,0.1,243.248
5405,CA-2016-305405,2014-09-15,2014-09-16,Same Day,CG-25405,Customer_5405,Corporate,United States,Los Angeles,California,90001,West,PROD-305405,Furniture,Bookcases,Bookcases Product 5405,795.88,4,0.1,79.588
5406,CA-2016-305406,2014-06-19,2014-06-24,Second Class,CG-25406,Customer_5406,Corporate,United States,Los Angeles,California,90001,West,PROD-305406,Office Supplies,Paper,Paper Product 5406,2075.21,7,0.0,311.2815
5407,CA-2016-305407,2015-08-02,2015-08-05,Standard Class,CG-25407,Customer_5407,Home Office,United States,Seattle,Washington,98101,West,PROD-305407,Furniture,Bookcases,Bookcases Product 5407,359.03,10,0.05,44.8787
5408,CA-2016-305408,2018-02-05,2018-02-06,Same Day,CG-25408,Customer_5408,Corporate,United States,Los Angeles,California,90001,West,PROD-305408,Technology,Phones,Phones Product 5408,2225.23,1,0.1,222.523
5409,CA-2016-305409,2014-07-03,2014-07-10,Second Class,CG-25409,Customer_5409,Consumer,United States,Los Angeles,California,90001,West,PROD-305409,Office Supplies,Storage,Storage Product 5409,1302.37,4,0.1,130.237
5410,CA-2016-305410,2016-05-29,2016-06-01,Second Class,CG-25410,Customer_5410,Corporate,United States,Seattle,Washington,98101,West,PROD-305410,Furniture,Bookcases,Bookcases Product 5410,730.89,4,0.2,36.5445
5411,CA-2016-305411,2017-06-09,2017-06-10,Same Day,CG-25411,Customer_5411,Home Office,United States,New York,New York,10001,East,PROD-305411,Furniture,Bookcases,Bookcases Product 5411,1717.88,6,0.05,214.735
5412,CA-2016-305412,2016-09-21,2016-09-27,Same Day,CG-25412,Customer_5412,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305412,Furniture,Bookcases,Bookcases Product 5412,562.49,10,0.2,28.1245
5413,CA-2016-305413,2017-05-28,2017-05-29,First Class,CG-25413,Customer_5413,Consumer,United States,Miami,Florida,33101,South,PROD-305413,Technology,Accessories,Accessories Product 5413,1889.69,1,0.1,188.969
5414,CA-2016-305414,2014-06-08,2014-06-09,Second Class,CG-25414,Customer_5414,Corporate,United States,Chicago,Illinois,60601,Central,PROD-305414,Office Supplies,Storage,Storage Product 5414,900.72,9,0.0,135.108
5415,CA-2016-305415,2014-10-16,2014-10-18,First Class,CG-25415,Customer_5415,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305415,Furniture,Chairs,Chairs Product 5415,742.05,4,0.05,92.7562
5416,CA-2016-305416,2016-11-25,2016-12-01,Second Class,CG-25416,Customer_5416,Home Office,United States,Houston,Texas,77001,South,PROD-305416,Office Supplies,Paper,Paper Product 5416,1445.52,13,0.1,144.552
5417,CA-2016-305417,2017-11-17,2017-11-20,Same Day,CG-25417,Customer_5417,Home Office,United States,Henderson,Kentucky,42420,South,PROD-305417,Technology,Machines,Machines Product 5417,2366.68,14,0.15,177.501
5418,CA-2016-305418,2016-01-12,2016-01-13,First Class,CG-25418,Customer_5418,Home Office,United States,New York,New York,10001,East,PROD-305418,Furniture,Chairs,Chairs Product 5418,2422.54,6,0.15,181.6905
5419,CA-2016-305419,2015-09-21,2015-09-28,Same Day,CG-25419,Customer_5419,Consumer,United States,Chicago,Illinois,60601,Central,PROD-305419,Office Supplies,Labels,Labels Product 5419,1207.35,2,0.0,181.1025
5420,CA-2016-305420,2014-05-29,2014-06-02,Same Day,CG-25420,Customer_5420,Consumer,United States,Houston,Texas,77001,South,PROD-305420,Technology,Machines,Machines Product 5420,1448.45,15,0.0,217.2675
5421,CA-2016-305421,2015-11-28,2015-12-04,Second Class,CG-25421,Customer_5421,Consumer,United States,Henderson,Kentucky,42420,South,PROD-305421,Technology,Phones,Phones Product 5421,1292.97,2,0.05,161.6213
5422,CA-2016-305422,2017-11-07,2017-11-11,First Class,CG-25422,Customer_5422,Home Office,United States,Chicago,Illinois,60601,Central,PROD-305422,Office Supplies,Binders,Binders Product 5422,1904.66,10,0.25,47.6165
5423,CA-2016-305423,2017-04-12,2017-04-14,First Class,CG-25423,Customer_5423,Home Office,United States,Miami,Florida,33101,South,PROD-305423,Furniture,Bookcases,Bookcases Product 5423,562.63,11,0.25,14.0657
5424,CA-2016-305424,2015-02-22,2015-02-28,Standard Class,CG-25424,Customer_5424,Corporate,United States,New York,New York,10001,East,PROD-305424,Technology,Phones,Phones Product 5424,537.73,14,0.15,40.3297
5425,CA-2016-305425,2014-10-07,2014-10-13,First Class,CG-25425,Customer_5425,Consumer,United States,Houston,Texas,77001,South,PROD-305425,Office Supplies,Binders,Binders Product 5425,682.89,2,0.0,102.4335
5426,CA-2016-305426,2014-05-15,2014-05-18,Same Day,CG-25426,Customer_5426,Corporate,United States,Los Angeles,California,90001,West,PROD-305426,Office Supplies,Binders,Binders Product 5426,141.03,3,0.1,14.103
5427,CA-2016-305427,2014-09-29,2014-10-02,Standard Class,CG-25427,Customer_5427,Consumer,United States,Houston,Texas,77001,South,PROD-305427,Office Supplies,Binders,Binders Product 5427,1682.79,15,0.2,84.1395
5428,CA-2016-305428,2015-10-23,2015-10-27,First Class,CG-25428,Customer_5428,Home Office,United States,Henderson,Kentucky,42420,South,PROD-305428,Furniture,Tables,Tables Product 5428,935.89,4,0.0,140.3835
5429,CA-2016-305429,2014-08-29,2014-09-01,Standard Class,CG-25429,Customer_5429,Home Office,United States,Chicago,Illinois,60601,Central,PROD-305429,Technology,Phones,Phones Product 5429,1021.66,6,0.2,51.083
5430,CA-2016-305430,2014-10-21,2014-10-28,First Class,CG-25430,Customer_5430,Corporate,United States,Miami,Florida,33101,South,PROD-305430,Office Supplies,Labels,Labels Product 5430,554.98,5,0.25,13.8745
5431,CA-2016-305431,2015-12-14,2015-12-21,Same Day,CG-25431,Customer_5431,Home Office,United States,Los Angeles,California,90001,West,PROD-305431,Furniture,Tables,Tables Product 5431,1787.1,5,0.25,44.6775
5432,CA-2016-305432,2014-11-25,2014-11-30,First Class,CG-25432,Customer_5432,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305432,Technology,Accessories,Accessories Product 5432,358.41,10,0.1,35.841
5433,CA-2016-305433,2017-07-09,2017-07-13,Same Day,CG-25433,Customer_5433,Consumer,United States,Miami,Florida,33101,South,PROD-305433,Office Supplies,Binders,Binders Product 5433,2123.12,5,0.25,53.078
5434,CA-2016-305434,2017-05-17,2017-05-24,Standard Class,CG-25434,Customer_5434,Consumer,United States,Henderson,Kentucky,42420,South,PROD-305434,Technology,Phones,Phones Product 5434,876.19,4,0.05,109.5238
5435,CA-2016-305435,2014-03-30,2014-04-03,Same Day,CG-25435,Customer_5435,Corporate,United States,Miami,Florida,33101,South,PROD-305435,Furniture,Bookcases,Bookcases Product 5435,2210.24,4,0.15,165.768
5436,CA-2016-305436,2016-06-05,2016-06-09,Second Class,CG-25436,Customer_5436,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305436,Technology,Machines,Machines Product 5436,990.77,3,0.15,74.3077
5437,CA-2016-305437,2015-02-28,2015-03-07,Same Day,CG-25437,Customer_5437,Home Office,United States,Los Angeles,California,90001,West,PROD-305437,Technology,Phones,Phones Product 5437,1102.56,15,0.15,82.692
5438,CA-2016-305438,2014-11-26,2014-11-28,Standard Class,CG-25438,Customer_5438,Corporate,United States,New York,New York,10001,East,PROD-305438,Technology,Machines,Machines Product 5438,2126.75,10,0.05,265.8438
5439,CA-2016-305439,2015-07-07,2015-07-13,Second Class,CG-25439,Customer_5439,Corporate,United States,New York,New York,10001,East,PROD-305439,Office Supplies,Labels,Labels Product 5439,2188.04,3,0.1,218.804
5440,CA-2016-305440,2014-03-06,2014-03-11,Second Class,CG-25440,Customer_5440,Home Office,United States,Henderson,Kentucky,42420,South,PROD-305440,Furniture,Tables,Tables Product 5440,281.7,15,0.1,28.17
5441,CA-2016-305441,2016-03-11,2016-03-17,Second Class,CG-25441,Customer_5441,Corporate,United States,New York,New York,10001,East,PROD-305441,Technology,Machines,Machines Product 5441,209.17,10,0.15,15.6877
5442,CA-2016-305442,2016-08-15,2016-08-16,Same Day,CG-25442,Customer_5442,Corporate,United States,Houston,Texas,77001,South,PROD-305442,Technology,Phones,Phones Product 5442,1952.89,7,0.0,292.9335
5443,CA-2016-305443,2014-07-02,2014-07-03,Second Class,CG-25443,Customer_5443,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305443,Office Supplies,Storage,Storage Product 5443,1068.14,6,0.0,160.221
5444,CA-2016-305444,2016-10-09,2016-10-11,First Class,CG-25444,Customer_5444,Home Office,United States,Houston,Texas,77001,South,PROD-305444,Technology,Phones,Phones Product 5444,550.49,11,0.2,27.5245
5445,CA-2016-305445,2014-07-25,2014-08-01,Standard Class,CG-25445,Customer_5445,Consumer,United States,Miami,Florida,33101,South,PROD-305445,Furniture,Tables,Tables Product 5445,2226.47,5,0.15,166.9852
5446,CA-2016-305446,2017-03-26,2017-04-02,Standard Class,CG-25446,Customer_5446,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305446,Technology,Phones,Phones Product 5446,437.81,7,0.0,65.6715
5447,CA-2016-305447,2015-07-06,2015-07-07,Standard Class,CG-25447,Customer_5447,Corporate,United States,Houston,Texas,77001,South,PROD-305447,Technology,Machines,Machines Product 5447,1325.5,14,0.15,99.4125
5448,CA-2016-305448,2017-06-14,2017-06-15,First Class,CG-25448,Customer_5448,Corporate,United States,Los Angeles,California,90001,West,PROD-305448,Office Supplies,Storage,Storage Product 5448,1474.69,14,0.15,110.6017
5449,CA-2016-305449,2015-05-18,2015-05-25,Standard Class,CG-25449,Customer_5449,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305449,Furniture,Bookcases,Bookcases Product 5449,726.11,15,0.0,108.9165
5450,CA-2016-305450,2017-09-14,2017-09-20,Standard Class,CG-25450,Customer_5450,Corporate,United States,Houston,Texas,77001,South,PROD-305450,Technology,Phones,Phones Product 5450,1828.42,5,0.05,228.5525
5451,CA-2016-305451,2014-12-08,2014-12-09,Same Day,CG-25451,Customer_5451,Corporate,United States,Seattle,Washington,98101,West,PROD-305451,Technology,Accessories,Accessories Product 5451,181.63,12,0.0,27.2445
5452,CA-2016-305452,2014-04-10,2014-04-12,Same Day,CG-25452,Customer_5452,Consumer,United States,Miami,Florida,33101,South,PROD-305452,Furniture,Tables,Tables Product 5452,913.55,9,0.2,45.6775
5453,CA-2016-305453,2014-08-29,2014-09-05,Same Day,CG-25453,Customer_5453,Home Office,United States,Henderson,Kentucky,42420,South,PROD-305453,Technology,Phones,Phones Product 5453,1647.25,10,0.0,247.0875
5454,CA-2016-305454,2016-01-08,2016-01-10,First Class,CG-25454,Customer_5454,Corporate,United States,New York,New York,10001,East,PROD-305454,Office Supplies,Binders,Binders Product 5454,2013.29,13,0.25,50.3322
5455,CA-2016-305455,2017-12-18,2017-12-21,First Class,CG-25455,Customer_5455,Consumer,United States,Seattle,Washington,98101,West,PROD-305455,Office Supplies,Paper,Paper Product 5455,161.42,10,0.15,12.1065
5456,CA-2016-305456,2016-06-11,2016-06-18,Same Day,CG-25456,Customer_5456,Consumer,United States,New York,New York,10001,East,PROD-305456,Office Supplies,Paper,Paper Product 5456,1341.07,12,0.05,167.6337
5457,CA-2016-305457,2017-09-09,2017-09-11,Same Day,CG-25457,Customer_5457,Consumer,United States,Henderson,Kentucky,42420,South,PROD-305457,Technology,Machines,Machines Product 5457,1905.85,4,0.1,190.585
5458,CA-2016-305458,2016-07-12,2016-07-13,Second Class,CG-25458,Customer_5458,Corporate,United States,Los Angeles,California,90001,West,PROD-305458,Furniture,Chairs,Chairs Product 5458,1390.56,12,0.05,173.82
5459,CA-2016-305459,2017-04-23,2017-04-30,First Class,CG-25459,Customer_5459,Consumer,United States,Henderson,Kentucky,42420,South,PROD-305459,Furniture,Tables,Tables Product 5459,2470.29,5,0.05,308.7862
5460,CA-2016-305460,2014-11-11,2014-11-18,First Class,CG-25460,Customer_5460,Home Office,United States,Chicago,Illinois,60601,Central,PROD-305460,Technology,Machines,Machines Product 5460,1537.7,13,0.05,192.2125
5461,CA-2016-305461,2014-05-19,2014-05-24,Standard Class,CG-25461,Customer_5461,Home Office,United States,Los Angeles,California,90001,West,PROD-305461,Technology,Machines,Machines Product 5461,2017.18,1,0.15,151.2885
5462,CA-2016-305462,2017-06-18,2017-06-19,Second Class,CG-25462,Customer_5462,Corporate,United States,Seattle,Washington,98101,West,PROD-305462,Office Supplies,Storage,Storage Product 5462,545.69,7,0.05,68.2113
5463,CA-2016-305463,2016-02-19,2016-02-21,Same Day,CG-25463,Customer_5463,Home Office,United States,Houston,Texas,77001,South,PROD-305463,Furniture,Chairs,Chairs Product 5463,637.11,15,0.05,79.6388
5464,CA-2016-305464,2014-09-19,2014-09-24,First Class,CG-25464,Customer_5464,Consumer,United States,Miami,Florida,33101,South,PROD-305464,Furniture,Bookcases,Bookcases Product 5464,987.3,11,0.15,74.0475
5465,CA-2016-305465,2016-08-28,2016-09-03,Second Class,CG-25465,Customer_5465,Home Office,United States,Miami,Florida,33101,South,PROD-305465,Office Supplies,Labels,Labels Product 5465,2022.17,3,0.15,151.6627
5466,CA-2016-305466,2016-10-16,2016-10-17,Same Day,CG-25466,Customer_5466,Consumer,United States,Houston,Texas,77001,South,PROD-305466,Technology,Accessories,Accessories Product 5466,402.1,3,0.1,40.21
5467,CA-2016-305467,2014-12-25,2014-12-26,Second Class,CG-25467,Customer_5467,Home Office,United States,Los Angeles,California,90001,West,PROD-305467,Technology,Accessories,Accessories Product 5467,363.22,4,0.05,45.4025
5468,CA-2016-305468,2016-03-28,2016-04-03,Second Class,CG-25468,Customer_5468,Corporate,United States,Seattle,Washington,98101,West,PROD-305468,Furniture,Bookcases,Bookcases Product 5468,799.43,5,0.25,19.9857
5469,CA-2016-305469,2014-04-16,2014-04-18,Second Class,CG-25469,Customer_5469,Corporate,United States,Chicago,Illinois,60601,Central,PROD-305469,Office Supplies,Binders,Binders Product 5469,2107.73,9,0.25,52.6932
5470,CA-2016-305470,2014-09-13,2014-09-19,Standard Class,CG-25470,Customer_5470,Home Office,United States,Henderson,Kentucky,42420,South,PROD-305470,Furniture,Tables,Tables Product 5470,1485.5,6,0.05,185.6875
5471,CA-2016-305471,2015-07-23,2015-07-24,Same Day,CG-25471,Customer_5471,Home Office,United States,Seattle,Washington,98101,West,PROD-305471,Furniture,Tables,Tables Product 5471,332.05,4,0.2,16.6025
5472,CA-2016-305472,2017-10-12,2017-10-13,Second Class,CG-25472,Customer_5472,Consumer,United States,Los Angeles,California,90001,West,PROD-305472,Office Supplies,Binders,Binders Product 5472,1107.45,5,0.25,27.6862
5473,CA-2016-305473,2014-05-11,2014-05-16,First Class,CG-25473,Customer_5473,Corporate,United States,New York,New York,10001,East,PROD-305473,Furniture,Chairs,Chairs Product 5473,488.53,6,0.25,12.2132
5474,CA-2016-305474,2015-08-16,2015-08-21,Second Class,CG-25474,Customer_5474,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305474,Office Supplies,Paper,Paper Product 5474,563.68,12,0.0,84.552
5475,CA-2016-305475,2017-01-14,2017-01-18,First Class,CG-25475,Customer_5475,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305475,Office Supplies,Paper,Paper Product 5475,123.94,5,0.25,3.0985
5476,CA-2016-305476,2015-07-31,2015-08-03,Standard Class,CG-25476,Customer_5476,Corporate,United States,Houston,Texas,77001,South,PROD-305476,Furniture,Bookcases,Bookcases Product 5476,684.23,11,0.05,85.5288
5477,CA-2016-305477,2015-04-25,2015-04-27,Standard Class,CG-25477,Customer_5477,Consumer,United States,Miami,Florida,33101,South,PROD-305477,Technology,Phones,Phones Product 5477,2154.37,14,0.05,269.2962
5478,CA-2016-305478,2015-05-29,2015-06-04,Second Class,CG-25478,Customer_5478,Corporate,United States,New York,New York,10001,East,PROD-305478,Office Supplies,Paper,Paper Product 5478,2391.96,13,0.1,239.196
5479,CA-2016-305479,2015-08-22,2015-08-24,Second Class,CG-25479,Customer_5479,Consumer,United States,Miami,Florida,33101,South,PROD-305479,Office Supplies,Paper,Paper Product 5479,1540.79,2,0.0,231.1185
5480,CA-2016-305480,2014-01-08,2014-01-13,Same Day,CG-25480,Customer_5480,Corporate,United States,Los Angeles,California,90001,West,PROD-305480,Office Supplies,Paper,Paper Product 5480,292.97,4,0.05,36.6213
5481,CA-2016-305481,2015-05-24,2015-05-25,First Class,CG-25481,Customer_5481,Consumer,United States,Seattle,Washington,98101,West,PROD-305481,Office Supplies,Storage,Storage Product 5481,343.29,3,0.2,17.1645
5482,CA-2016-305482,2014-08-06,2014-08-09,First Class,CG-25482,Customer_5482,Consumer,United States,Houston,Texas,77001,South,PROD-305482,Office Supplies,Storage,Storage Product 5482,121.83,14,0.1,12.183
5483,CA-2016-305483,2014-02-15,2014-02-18,Same Day,CG-25483,Customer_5483,Corporate,United States,Chicago,Illinois,60601,Central,PROD-305483,Office Supplies,Paper,Paper Product 5483,899.68,2,0.05,112.46
5484,CA-2016-305484,2014-09-13,2014-09-19,Standard Class,CG-25484,Customer_5484,Corporate,United States,Los Angeles,California,90001,West,PROD-305484,Office Supplies,Labels,Labels Product 5484,2132.84,3,0.15,159.963
5485,CA-2016-305485,2017-02-28,2017-03-04,Same Day,CG-25485,Customer_5485,Consumer,United States,Houston,Texas,77001,South,PROD-305485,Office Supplies,Binders,Binders Product 5485,858.43,6,0.1,85.843
5486,CA-2016-305486,2014-04-19,2014-04-25,Same Day,CG-25486,Customer_5486,Corporate,United States,Miami,Florida,33101,South,PROD-305486,Furniture,Bookcases,Bookcases Product 5486,1485.6,10,0.1,148.56
5487,CA-2016-305487,2017-01-15,2017-01-21,Same Day,CG-25487,Customer_5487,Home Office,United States,Los Angeles,California,90001,West,PROD-305487,Office Supplies,Binders,Binders Product 5487,2118.97,5,0.05,264.8712
5488,CA-2016-305488,2015-03-21,2015-03-27,Second Class,CG-25488,Customer_5488,Corporate,United States,Henderson,Kentucky,42420,South,PROD-305488,Technology,Accessories,Accessories Product 5488,978.04,9,0.05,122.255
5489,CA-2016-305489,2017-01-29,2017-01-31,Same Day,CG-25489,Customer_5489,Corporate,United States,New York,New York,10001,East,PROD-305489,Office Supplies,Labels,Labels Product 5489,2191.54,9,0.05,273.9425
5490,CA-2016-305490,2017-08-06,2017-08-11,Same Day,CG-25490,Customer_5490,Corporate,United States,Los Angeles,California,90001,West,PROD-305490,Technology,Accessories,Accessories Product 5490,1438.06,1,0.25,35.9515
5491,CA-2016-305491,2015-07-13,2015-07-18,Standard Class,CG-25491,Customer_5491,Home Office,United States,Seattle,Washington,98101,West,PROD-305491,Furniture,Tables,Tables Product 5491,1064.48,5,0.25,26.612
5492,CA-2016-305492,2014-10-11,2014-10-13,First Class,CG-25492,Customer_5492,Consumer,United States,Miami,Florida,33101,South,PROD-305492,Technology,Machines,Machines Product 5492,596.33,13,0.1,59.633
5493,CA-2016-305493,2016-06-29,2016-07-05,Second Class,CG-25493,Customer_5493,Home Office,United States,Seattle,Washington,98101,West,PROD-305493,Technology,Machines,Machines Product 5493,1349.54,3,0.1,134.954
5494,CA-2016-305494,2014-11-25,2014-11-26,Second Class,CG-25494,Customer_5494,Consumer,United States,Seattle,Washington,98101,West,PROD-305494,Technology,Phones,Phones Product 5494,643.58,12,0.2,32.179
5495,CA-2016-305495,2016-09-11,2016-09-15,Second Class,CG-25495,Customer_5495,Corporate,United States,Los Angeles,California,90001,West,PROD-305495,Technology,Accessories,Accessories Product 5495,884.25,10,0.2,44.2125
5496,CA-2016-305496,2015-02-08,2015-02-15,Standard Class,CG-25496,Customer_5496,Corporate,United States,Houston,Texas,77001,South,PROD-305496,Technology,Machines,Machines Product 5496,2458.22,3,0.2,122.911
5497,CA-2016-305497,2016-12-22,2016-12-28,Standard Class,CG-25497,Customer_5497,Home Office,United States,New York,New York,10001,East,PROD-305497,Office Supplies,Paper,Paper Product 5497,938.23,2,0.25,23.4557
5498,CA-2016-305498,2015-01-08,2015-01-09,Same Day,CG-25498,Customer_5498,Home Office,United States,Miami,Florida,33101,South,PROD-305498,Office Supplies,Storage,Storage Product 5498,1025.27,11,0.1,102.527
5499,CA-2016-305499,2014-09-11,2014-09-15,Second Class,CG-25499,Customer_5499,Corporate,United States,Miami,Florida,33101,South,PROD-305499,Technology,Accessories,Accessories Product 5499,2437.83,2,0.0,365.6745
5500,CA-2016-305500,2016-12-24,2016-12-29,First Class,CG-25500,Customer_5500,Consumer,United States,Miami,Florida,33101,South,PROD-305500,Furniture,Bookcases,Bookcases Product 5500,2149.21,2,0.15,161.1908
5501,CA-2016-305501,2016-06-27,2016-06-30,First Class,CG-25501,Customer_5501,Consumer,United States,Henderson,Kentucky,42420,South,PROD-305501,Furniture,Bookcases,Bookcases Product 5501,1524.0,13,0.1,152.4
5502,CA-2016-305502,2016-09-11,2016-09-18,Standard Class,CG-25502,Customer_5502,Home Office,United States,Los Angeles,California,90001,West,PROD-305502,Furniture,Tables,Tables Product 5502,1173.52,11,0.05,146.69
5503,CA-2016-305503,2014-10-28,2014-11-01,Same Day,CG-25503,Customer_5503,Corporate,United States,New York,New York,10001,East,PROD-305503,Furniture,Bookcases,Bookcases Product 5503,1855.2,15,0.05,231.9
5504,CA-2016-305504,2017-08-19,2017-08-25,Second Class,CG-25504,Customer_5504,Home Office,United States,Chicago,Illinois,60601,Central,PROD-305504,Technology,Phones,Phones Product 5504,2333.35,11,0.25,58.3337
5505,CA-2016-305505,2015-04-30,2015-05-01,Second Class,CG-25505,Customer_5505,Corporate,United States,Miami,Florida,33101,South,PROD-305505,Furniture,Tables,Tables Product 5505,900.02,6,0.15,67.5015
5506,CA-2016-305506,2015-09-20,2015-09-25,Second Class,CG-25506,Customer_5506,Corporate,United States,Houston,Texas,77001,South,PROD-305506,Furniture,Tables,Tables Product 5506,1006.55,15,0.2,50.3275
5507,CA-2016-305507,2014-02-23,2014-03-02,First Class,CG-25507,Customer_5507,Home Office,United States,Houston,Texas,77001,South,PROD-305507,Office Supplies,Labels,Labels Product 5507,1839.01,12,0.0,275.8515
5508,CA-2016-305508,2016-02-04,2016-02-11,Standard Class,CG-25508,Customer_5508,Corporate,United States,New York,New York,10001,East,PROD-305508,Office Supplies,Storage,Storage Product 5508,2012.21,1,0.15,150.9158
5509,CA-2016-305509,2014-03-26,2014-03-28,Same Day,CG-25509,Customer_5509,Home Office,United States,Miami,Florida,33101,South,PROD-305509,Furniture,Chairs,Chairs Product 5509,2318.67,13,0.1,231.867
